price,latitude,longitude,bedrooms,bathrooms,livingArea,lotSize,hasPrivatePool,garageParkingCapacity,yearBuilt,is_FSBA,is_FSBO,is_foreclosure,is_newHome,level_One,level_Split,level_Three Or More,level_Two,level_Unknown,homeType_CONDO,homeType_LOT,homeType_MANUFACTURED,homeType_MULTI_FAMILY,homeType_SINGLE_FAMILY,homeType_TOWNHOUSE,homeType_Unknown
1650000,45.716717,-111.195015,4.0,4.0,3274.0,98271.0,,3.0,2019.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23900000,45.583794,-111.1928,,,,12632400.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
625000,45.691914,-111.104355,3.0,3.0,1838.0,,,2.0,2025.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2695000,45.683193,-111.16152,3.0,4.0,4200.0,22651.0,,3.0,2025.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
730000,45.68287,-111.021736,2.0,2.0,1414.0,,,1.0,2006.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1175000,45.65222,-111.07628,3.0,3.0,2693.0,6817.0,,2.0,2025.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
84995,45.687435,-111.05732,3.0,1.0,968.0,,,0.0,2008.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
624900,45.676395,-111.078064,3.0,2.0,1427.0,10815.0,,2.0,1996.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
798000,45.64667,-111.05718,4.0,4.0,2262.0,3484.0,,2.0,2014.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1329000,45.69745,-111.08791,4.0,3.0,2851.0,14592.0,,3.0,2021.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2829000,45.747414,-111.0648,5.0,5.0,4233.0,51400.0,,3.0,2026.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1599999,45.696877,-111.09686,5.0,5.0,2808.0,12353.0,,2.0,2007.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1730000,45.657738,-111.11307,3.0,2.0,1926.0,435600.0,,2.0,1949.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1950000,45.674866,-111.16175,4.0,4.0,3048.0,16160.0,,3.0,2021.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
839500,45.672203,-111.05619,4.0,3.0,2346.0,7871.0,,2.0,1965.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
970500,45.72054,-111.18802,3.0,3.0,2580.0,21823.0,,,2019.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1395000,45.69894,-111.16189,4.0,4.0,3229.0,14318.0,,2.0,2025.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
650000,45.667576,-111.19764,3.0,3.0,1379.0,,,1.0,2018.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1375000,45.705456,-111.0134,4.0,3.0,2837.0,10105.0,,3.0,2014.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
755000,45.698895,-111.08327,5.0,3.0,1834.0,8280.0,,2.0,2014.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
762500,45.66784,-111.136024,4.0,3.0,2197.0,8494.0,,2.0,2023.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2550000,45.68043,-111.037445,3.0,2.0,2494.0,,,1.0,2023.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2250000,45.62141,-111.07251,6.0,5.0,3573.0,73790.0,,3.0,2004.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
330000,45.67174,-111.06718,2.0,2.0,1043.0,,,1.0,2004.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
950000,45.6529,-111.19319,3.0,2.0,1508.0,39204.0,,2.0,1997.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
987500,45.688892,-111.07413,4.0,3.0,2726.0,6250.0,,2.0,1996.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
489500,45.703148,-111.09011,2.0,2.0,1506.0,,,1.0,2017.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2450000,45.61536,-111.01509,4.0,3.0,3450.0,43560.0,,4.0,2010.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
669500,45.67808,-111.11806,3.0,3.0,1785.0,5902.0,,2.0,2025.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1195000,45.648575,-111.047806,5.0,3.0,3911.0,7927.0,,3.0,2002.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1395000,45.704117,-111.004135,4.0,3.0,2783.0,13050.0,,3.0,2012.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
660000,45.663013,-111.15769,2.0,,,132901.0,,,1979.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22995,,,2.0,1.0,,,,0.0,1960.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1050000,45.667507,-111.13242,4.0,3.0,2447.0,9234.0,,2.0,2025.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1575000,45.653538,-111.00036,3.0,2.0,2099.0,43734.0,,2.0,1951.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
798000,45.672203,-111.05619,3.0,2.0,2346.0,7871.0,,1.0,1959.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
849000,45.672203,-111.05619,4.0,2.0,2346.0,7871.0,,1.0,1939.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
215000,45.72,-111.09349,3.0,2.0,1216.0,,,,1999.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2325000,45.683193,-111.16152,5.0,4.0,4200.0,22651.0,,3.0,2014.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
750000,45.67352,-111.05619,3.0,1.0,2076.0,7379.0,,1.0,1920.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3495000,45.60213,-111.07367,4.0,4.0,4191.0,43995.0,,2.0,1998.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2400000,45.714165,-111.02247,6.0,5.0,4408.0,33846.0,,3.0,2020.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
134995,45.66715,-111.12426,3.0,2.0,1792.0,,,0.0,1994.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
865000,45.671383,-111.23705,5.0,3.0,3003.0,35719.0,,3.0,2009.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
775000,45.663937,-111.137764,4.0,3.0,1803.0,7723.0,,2.0,2014.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
449000,45.70871,-111.07463,3.0,3.0,1472.0,,,1.0,2005.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1100000,45.63977,-111.03543,4.0,4.0,3149.0,16531.0,,2.0,2004.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
444000,45.696022,-111.069595,3.0,3.0,1080.0,,,1.0,2007.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1225000,45.685886,-111.15179,2.0,3.0,2255.0,,,1.0,2022.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1939000,45.73449,-111.23626,4.0,5.0,2154.0,996652.0,,3.0,2025.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
244000,45.739334,-111.18149,3.0,2.0,1493.0,5259.0,,0.0,2024.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
398000,45.690483,-111.11821,3.0,2.0,1574.0,,,2.0,2005.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
799000,45.661263,-111.0408,3.0,3.0,2095.0,13503.0,,2.0,2025.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1249000,45.731514,-111.062965,7.0,3.0,2627.0,15245.0,,2.0,1960.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
499000,45.655434,-110.99873,4.0,,,48787.0,,,2024.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5000000,45.75046,-111.23485,3.0,3.0,5195.0,1005059.0,,3.0,1994.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1753000,45.646423,-110.80919,3.0,2.0,3538.0,881131.0,,4.0,2007.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1379999,45.69739,-111.0969,4.0,4.0,3294.0,9931.0,,2.0,2023.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
895000,45.661263,-111.0408,4.0,3.0,2095.0,13503.0,,2.0,2006.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
479000,45.678185,-111.08823,2.0,2.0,1518.0,6229.0,,1.0,2018.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1699777,45.713547,-111.19695,4.0,4.0,3664.0,130680.0,,5.0,2021.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1200000,45.681232,-111.027,3.0,1.0,1649.0,8398.0,,1.0,1895.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
644900,45.711388,-111.18908,3.0,3.0,1972.0,5000.0,,2.0,2025.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
24000000,45.570057,-111.14159,,0.0,,10497960.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
659000,45.684654,-111.079254,4.0,3.0,1895.0,3567.0,,1.0,2025.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
445000,45.68907,-111.08477,2.0,2.0,1066.0,,,0.0,2021.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2950000,45.571396,-111.0854,3.0,4.0,2151.0,967903.0,,3.0,1972.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1260000,45.672554,-111.210846,3.0,3.0,2368.0,32190.0,,2.0,1981.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
899000,45.653465,-111.02634,3.0,,,25482.0,,,1920.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1073000,45.681084,-111.16151,4.0,4.0,2570.0,10890.0,,2.0,2003.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7900000,45.555073,-111.116,4.0,4.0,4130.0,1577307.0,,3.0,1995.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
309500,45.677525,-111.053085,2.0,1.0,784.0,2395.0,,1.0,1978.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1175000,45.652035,-111.07637,3.0,3.0,2822.0,6838.0,,2.0,2025.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
109995,45.719334,-111.093056,3.0,2.0,1540.0,,,0.0,1996.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2298000,45.68043,-111.037445,3.0,3.0,2494.0,,,2.0,2017.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
79995,45.687435,-111.05732,2.0,1.0,968.0,,,0.0,1973.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
548000,45.67884,-111.09085,3.0,3.0,1659.0,,,2.0,2015.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1445000,45.63977,-111.03543,5.0,4.0,3149.0,16531.0,,2.0,1906.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2850000,45.678207,-111.00513,3.0,4.0,3344.0,553647.0,,,2006.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
745000,45.67352,-111.05619,5.0,2.0,2076.0,7379.0,,0.0,1950.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
427500,45.67564,-111.061226,2.0,2.0,1149.0,,,1.0,1980.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11500000,,,38.0,57.0,,,,,2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
499000,45.643333,-111.06322,2.0,2.0,1300.0,,,1.0,2023.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
579000,45.684654,-111.079254,2.0,3.0,1895.0,3567.0,,1.0,2025.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
849000,45.690243,-111.086,4.0,3.0,2232.0,8276.0,,3.0,2010.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2599900,45.683193,-111.16152,4.0,5.0,4200.0,22651.0,,2.0,2007.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1595000,45.68241,-111.03608,3.0,3.0,2153.0,2334.0,,2.0,2005.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
499000,45.683647,-111.18722,3.0,2.0,1559.0,,,2.0,2015.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
685000,45.664894,-111.129105,3.0,2.0,1715.0,15942.0,,2.0,2014.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
610000,45.67637,-111.08602,3.0,2.0,1565.0,6708.0,,1.0,1985.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
655000,45.67808,-111.11806,3.0,2.0,1785.0,5902.0,,2.0,2018.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
799000,45.68287,-111.021736,2.0,2.0,1414.0,,,1.0,2006.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
739999,45.66784,-111.136024,3.0,2.0,2197.0,8494.0,,2.0,2016.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
799900,45.690243,-111.086,5.0,2.0,2232.0,8276.0,,2.0,1983.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
659000,45.680862,-111.09669,3.0,3.0,1528.0,3497.0,,2.0,2014.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1588000,45.7427,-111.14527,4.0,5.0,3894.0,32234.0,,3.0,2006.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
739000,45.68287,-111.021736,2.0,2.0,1138.0,,,1.0,2006.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6995000,45.674046,-110.89259,,0.0,,6916892.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2200000,45.683193,-111.16152,4.0,4.0,4200.0,22651.0,,3.0,2018.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2500000,45.666107,-110.843056,4.0,5.0,3812.0,1743271.0,,3.0,2006.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2895000,45.74732,-111.06266,5.0,5.0,5174.0,74923.0,,3.0,2022.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
972000,45.64999,-111.077965,3.0,3.0,2440.0,6098.0,,2.0,2021.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
350000,45.713463,-111.021774,,,,21692.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1399000,45.68958,-111.15272,2.0,3.0,2142.0,8537.0,,1.0,2023.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2700000,45.669666,-111.03915,3.0,4.0,3661.0,13503.0,,2.0,2017.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
899000,45.672203,-111.05619,3.0,3.0,2346.0,7871.0,,2.0,1976.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
895000,45.877316,-110.822235,,,,873944.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
186900,45.743668,-111.18064,3.0,2.0,910.0,,,1.0,2025.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2750000,45.600292,-111.065254,6.0,6.0,4788.0,217800.0,,3.0,2014.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
244000,45.740025,-111.1815,3.0,2.0,1493.0,4823.0,,0.0,2024.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1220000,45.71688,-111.190544,4.0,3.0,2345.0,22259.0,,2.0,2013.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4500000,45.667072,-111.23536,4.0,4.0,5210.0,986198.0,,6.0,2002.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1275000,45.69739,-111.0969,5.0,3.0,3294.0,9931.0,,2.0,2022.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
999000,45.688892,-111.07413,4.0,3.0,2726.0,6250.0,,2.0,2004.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1199000,45.68513,-111.1534,2.0,3.0,1673.0,,,1.0,2023.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
475000,45.661148,-111.06035,4.0,4.0,1916.0,,,1.0,1997.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2795000,45.666107,-110.843056,6.0,4.0,3812.0,1743271.0,,2.0,2005.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
699000,45.663937,-111.137764,3.0,3.0,1803.0,7723.0,,3.0,2014.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
719000,45.661263,-111.0408,3.0,3.0,2095.0,13503.0,,2.0,1982.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
595900,45.704483,-111.09135,3.0,3.0,1362.0,3162.0,,2.0,2012.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
379000,45.665226,-110.773125,,,,885574.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
999500,45.65044,-110.89111,,,,1307235.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1100000,45.68089,-111.10195,3.0,3.0,2200.0,7701.0,,2.0,2005.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2095000,45.67953,-111.04174,2.0,3.0,1618.0,,,1.0,2025.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1325000,45.69739,-111.0969,4.0,4.0,3294.0,9931.0,,3.0,2026.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
979000,45.674206,-111.09024,5.0,4.0,2954.0,16944.0,,3.0,2001.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1790000,45.682716,-111.03768,2.0,3.0,1439.0,,,1.0,2025.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
145000,45.719334,-111.093056,3.0,2.0,1540.0,,,0.0,1999.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
675000,45.697052,-111.08056,3.0,3.0,1966.0,,,2.0,2024.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
709000,45.693974,-111.14703,3.0,3.0,1774.0,3280.0,,2.0,2024.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1437000,45.696877,-111.09686,4.0,4.0,2808.0,12353.0,,3.0,2019.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
995000,45.64449,-111.1959,,,,203120.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
750000,45.655685,-111.00254,,,,100187.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
819900,45.690243,-111.086,4.0,3.0,2232.0,8276.0,,2.0,2018.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
532000,45.679935,-111.11789,3.0,3.0,1508.0,3550.0,,1.0,2025.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
479000,45.673367,-111.08791,2.0,3.0,1413.0,6817.0,,1.0,1993.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
675000,45.697052,-111.08056,3.0,3.0,1966.0,,,2.0,2024.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2250000,45.678802,-111.04181,2.0,2.0,1920.0,,,1.0,2015.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1950000,45.752083,-111.24458,7.0,6.0,4184.0,220239.0,,2.0,2020.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
499900,45.71127,-111.08183,3.0,3.0,1755.0,,,1.0,2005.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
675000,45.697067,-111.08132,3.0,3.0,1966.0,,,2.0,2024.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
3649000,45.678207,-111.00513,4.0,4.0,3344.0,553647.0,,3.0,2026.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
479900,45.690483,-111.11821,3.0,3.0,1574.0,,,2.0,2008.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1975000,45.614746,-111.17262,3.0,,,958320.0,,,2003.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
532000,45.679935,-111.11789,3.0,3.0,1508.0,3550.0,,1.0,2025.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
550000,45.675625,-111.083694,3.0,2.0,1424.0,3319.0,,1.0,1997.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3799000,45.66719,-111.205666,4.0,4.0,3456.0,194626.0,,7.0,2001.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1500000,45.713547,-111.19695,5.0,2.0,3664.0,130680.0,,3.0,1966.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1400000,45.614746,-111.17262,,,,958320.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
297900,45.743668,-111.18064,3.0,2.0,1627.0,,,1.0,2025.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
660000,45.661823,-111.03521,3.0,3.0,2254.0,2365.0,,2.0,2005.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
984900,45.68089,-111.10195,4.0,4.0,2200.0,7701.0,,2.0,2005.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
850000,45.667973,-111.19657,5.0,4.0,3300.0,,,0.0,2024.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1894000,45.731922,-111.17872,,,,158776.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1595000,45.686413,-111.02748,2.0,2.0,1777.0,,,1.0,2023.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
178000,45.68024,-111.11875,,,,6634.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
875000,45.681232,-111.027,3.0,3.0,1649.0,8398.0,,1.0,2020.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
429000,45.659313,-110.770325,,,,918898.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,,,,,,,,,2025.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1600000,45.6934,-111.10406,,,,44866.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
615000,45.691833,-111.11834,3.0,3.0,2015.0,,,1.0,2014.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
525000,45.74103,-111.13986,,,,50965.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
725000,45.663937,-111.137764,3.0,3.0,1803.0,7723.0,,2.0,2024.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
445500,45.672344,-111.06641,2.0,2.0,1343.0,,,1.0,1985.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1450000,45.54677,-111.08558,,,,959321.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
260000,45.645645,-111.06446,,,,7492.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
529000,45.6939,-111.073456,3.0,3.0,1642.0,,,2.0,2015.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
638750,45.67808,-111.11806,3.0,2.0,1785.0,5902.0,,2.0,2025.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
224900,45.743668,-111.18064,3.0,2.0,1413.0,,,1.0,2025.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1158000,45.68089,-111.10195,6.0,6.0,2200.0,7701.0,,,2015.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
449000,45.653465,-111.02634,,,,25482.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
515000,45.706814,-111.08196,3.0,3.0,1423.0,,,2.0,2005.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
528000,45.678036,-111.047295,1.0,1.0,720.0,,,1.0,2017.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
525000,45.612453,-111.098335,,,,131551.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1225000,45.64736,-110.95816,,,,367646.0,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
719000,45.671432,-111.162735,3.0,2.0,1770.0,,,2.0,2020.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
999950,45.80568,-111.09109,3.0,,,906048.0,,,1998.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1795000,45.747746,-111.06211,3.0,3.0,3872.0,48351.0,,2.0,1989.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
540000,45.69092,-111.11366,3.0,3.0,1572.0,,,1.0,2025.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
599950,45.68946,-111.0535,1.0,2.0,1688.0,3301.0,,1.0,2020.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
750000,45.6495,-111.07467,3.0,4.0,2182.0,,,1.0,2023.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
